id,Timestamp,Original statement,Actor,Restated,Date of publication,Source URL,Source name,Source type,Year,X,Y,Issue,filter,Opinion
4498,1/13/2025 13:50:56,"next is Stakkels Bornholm, lad Bornholm være.",Facebook user,"i feel sorry for bornholm. politicians and planners should stop imposing disruptive projects on bornholm. bornholm should be allowed to preserve its current way of life and avoid large-scale developments that ignore local needs. by leaving bornholm in peace, we can protect its communities, its natural beauty, and its unique character.",1/3/2025,https://www.facebook.com/tv2bornholm/posts/bliver-energi%C3%B8-bornholm-til-virkelighed-s%C3%A5-kan-bornholm-se-frem-til-en-fremtr%C3%A6de/1153789130083082/,Facebook,Social media,2025,-3470.753662,-1059.28479,Negative consequences for the local community,True,negative
4499,1/13/2025 13:51:52,next is Men den kommer ikke. Og godt for det …,Facebook user,"the proposed project is not going to happen, and i am pleased about that outcome. the absence of this project protects our community from overblown promises and avoids diverting resources toward an unrealistic vision. by not proceeding, the region can focus on practical solutions that address genuine needs without causing unnecessary upheaval.",1/3/2025,https://docs.google.com/spreadsheets/d/1btLUyj_6g-e63HeYupQsbIglIR2Qq32K3iqeTSR1G78/edit?gid=0#gid=0,Facebook,Social media,2025,-1656.525391,1604.356445,Negative consequences for the local community,True,negative
4501,1/13/2025 13:53:33,"How do you produce and use concrete and iron/steel for the project, without using CO2?",Facebook user,"i want to know how developers plan to produce and utilize concrete and iron or steel for this project without emitting co2. is there a realistic method or technology that removes carbon emissions from the production process? if so, i would like to see clear evidence and details demonstrating how the process achieves net-zero co2.",6/20/2024,https://www.facebook.com/dtudk/posts/denmark-has-decided-to-develop-and-build-two-energy-islands-one-on-bornholm-in-t/5230381673698347/,Facebook,Social media,2024,1449.529297,2178.234375,Sourcing and recycling the materials to build the energy islands.,True,neither
4502,1/13/2025 14:22:30,"At a shipyard on the North Sea, workers in luminiscent vests are building dozens of massive, hollow concrete boulders, each the size of an apartment block.

These are to be floated out to sea and sunk to become the foundations of a giant Belgian green energy development — a world first — which is itself, however, in choppy waters amid surging costs.

Named after Belgium’s Princess Elisabeth, the “energy island” was launched in 2021 to support a huge expansion in wind energy production that would drastically reduce the country’s dependence on planet-warming fossil fuels.

But supply chain snags have made costs more than triple to more than seven billion euros ($7.56 billion), according to some estimates, sparking calls for construction to be stopped at a time of growing political pushback against ambitious green targets across Europe.

“This cost increase is a huge worry,” Belgium’s energy minister Tinne Van der Straeten told AFP.

Just over 10 percent of Belgium’s energy supply comes from renewable sources, the government says. Nuclear, gas and oil provide the bulk of its needs, according to the International Energy Agency.

But Belgium will have to lower its dependence on fossil fuels as a European Union target requires 42.5 percent of the bloc’s energy to be renewable by 2030.

“That’s why we need transformative projects, huge projects like this,” said Van der Straeten, sporting a yellow construction helmet during a visit to the shipyard in Vlissingen, a Dutch port near the Belgian coast.",Other,"i am deeply concerned about the significant cost increase of the princess elisabeth energy island project, which has risen to over seven billion euros. however, this transformative project remains essential for belgium. our country currently only generates 10 percent of its energy from renewable sources, and we must meet the eu's 42.5 percent renewable energy target by 2030. that's why belgium needs massive infrastructure projects like this energy island, which will support our huge expansion in wind energy production. the concrete foundation blocks being built at the vlissingen shipyard are a crucial part of this world-first development that will help reduce belgium's dependence on fossil fuels.",10/29/2024,https://www.facebook.com/story.php?story_fbid=963579145805425&id=100064600452865&_rdr,Facebook,Social media,2024,3646.503174,-1036.905518,How to finance the energy islands?,True,positive
4503,1/13/2025 14:26:30,"Belgium plans to install 3.5 gigawatts of offshore wind capacity in coming years — enough to cover 30 percent of the country’s needs, according to the government.

Building an artificial island is what Belgian grid operator Elia believes is the most efficient way of bringing that energy to shore.

Located 45 kilometres (28 miles) off the coast, the island will host transformers and bundle together undersea cables to bring electricity to land.

It will also connect the Belgian grid with wind-power-producing North Sea neighbours, such as Britain and Denmark, allowing for a more stable energy supply.

The island is like “an extension cord with multiple sockets”, said Joannes Laveyne, a researcher at Ghent University.

Proponents say placing it at sea avoids Nimbyism — “not in my backyard” — complaints from locals in a densely populated nation, and shortens international connections. Proximity to wind farms reduces energy losses.

The project won the blessing of environmental groups appeased by its green purpose and nature-friendly design. The island will have ledges for seabirds to breed and an artificial reef to boost marine life.

But Russia’s invasion of Ukraine in 2022 threw a spanner in the works.

It triggered a European push to wean off Russian gas, which further accelerated the continent’s rush to build more renewable plants.

The cost of related works and equipment has since skyrocketed, Elia said.

“In all countries people want to buy the same equipment, and supply can’t meet demand,” Frederic Dunon, CEO of Elia Transmission Belgium, told AFP.",Other,"the cost pressures on our energy island project have become severe due to market dynamics following russia's invasion of ukraine. we're seeing intense competition for equipment across europe as every country races to build renewable energy infrastructure to reduce dependence on russian gas. right now, there simply isn't enough supply to meet the surging demand from all countries trying to buy the same equipment at once. this supply-demand imbalance has caused prices to skyrocket for the materials and components we need for the project.",10/29/2024,https://www.facebook.com/story.php?story_fbid=963579145805425&id=100064600452865&_rdr,Facebook,Social media,2024,928.894165,-517.283875,How to finance the energy islands?,True,negative
4504,1/13/2025 13:59:42,"So the danish minister of energy knows well that the energy island of Bornholm is a loss-making business, and yet it is not taken off the wall, and why should the energy island of the North Sea not be a loss-making business or, for that matter, the latest offer of 6 GW of offshore wind in the North Sea.
Energy island Bornholm is in reality an offshore wind farm, originally at 2 GW and budgeted by Cowi at DKK 39.4 billion, and at the same time the energy island North Sea was budgeted at DKK 52.8 billion for 3 GW. Since then, the Bornholm offshore wind farm was increased to DKK 70 billion for 3 GW, and this should also apply to the North Sea energy island plus DKK 5.6 billion for the caisson island. Relative to the North Sea energy island fully developed to 10 GW, it will have to be budgeted at DKK 233.333 billion plus DKK 10.9 billion for the caisson island. As a steel platform, 3 GW will have to be budgeted at DKK 76.4 billion and 10 GW DKK 319.933 billion due to more expensive electrical installations.",Facebook user,"the danish minister of energy is fully aware that the bornholm energy island is a loss-making project, yet the initiative has not been canceled. there is no reason to believe that the north sea energy island or the newer 6 gw offshore wind proposal will be any different. bornholm’s so-called energy island is effectively an offshore wind farm, originally sized at 2 gw and budgeted by cowi at dkk 39.4 billion, while the north sea energy island was budgeted at dkk 52.8 billion for 3 gw.

afterward, the bornholm offshore wind farm was revised to 3 gw at dkk 70 billion—an amount that should also apply to the north sea energy island, plus dkk 5.6 billion for the caisson island. if the north sea energy island is fully built out to 10 gw, it must be budgeted at dkk 233.333 billion plus dkk 10.9 billion for the caisson island. if the island is constructed using a steel platform, then 3 gw rises to dkk 76.4 billion, and 10 gw escalates to dkk 319.933 billion due to the more expensive electrical installations.",10/9/2024,https://www.facebook.com/groups/1698055787360091/posts/1955915294907471/,Facebook,Social media,2024,-989.542725,-427.79187,How to finance the energy islands?,True,negative
4505,1/13/2025 14:01:00,"Grid operators 50Hertz and Energinet have penned a letter of intent to advance the development of the offshore hub Bornholm Energy Island.

The development of Danish energy islands including a 3GW project in the North sea was approved last year.

Bornholm Energy Island will deliver 2GW capacity and be fully connected by 2030.",Other,"bornholm energy island is moving forward with the support of grid operators 50hertz and energinet, who have signed a letter of intent to develop the offshore hub. the danish government has already approved the construction of multiple energy islands, including a 3 gw project in the north sea. bornholm energy island will provide 2 gw of offshore wind capacity and is scheduled to be fully operational by 2030. this initiative represents a significant step toward enhancing denmark’s renewable energy infrastructure and advancing europe’s broader transition to clean energy.",8/22/2024,https://www.facebook.com/groups/3387083998202587/posts/3786490278261955/?_rdr,Facebook,Social media,2024,-1876.948608,-368.187347,None,True,positive
4506,1/13/2025 14:01:57,"Jeg håber der kommer reelle arbejdspladser ud af de midler, men har min tvivl.
Jeg ville sådan ønske at ""Energiø Bornholm"" projektet også  arbejdede for decentralisering, så man f.eks. kunne bruge nogle af disse midler på at gøre det muligt for mange flere bornholmske husstande at blive selvforsynende med strøm. Organisationer som ""Baltic Energy Island"" arbejder alene på at centralisere elproduktionen og det mener jeg er forkert. 
Ved at decentralisere strømproduktionen og opsætte et smartere tætvævet net af mindre batterier kunne vi spare på udbygningen af det almindelige distributionsnet på øen og samtidig gøre os mindre afhængige af søkablet. Der er efterhånden blevet installeret en del husstandsbatterier på øen samt kommet mange elbiler til som understøtter V2G/V2H og med en intelligent måde at styre dem på kunne vi både gøre det mere rentabelt at investere i både batterier og elbiler. Men i stedet bruger man alle midlerne på centralisering og på at hælde dem i lommerne på store koncerner. Suk.",Facebook user,"i hope these funds will create genuine jobs, but i have my doubts. i really wish the bornholm energy island project would also push for decentralization, so that some of this funding could help many more households on bornholm become self-sufficient in electricity. right now, organizations like baltic energy island seem determined to centralize power production, and i believe that is the wrong approach.

by decentralizing electricity production and building a smarter, denser network of smaller batteries, we could reduce the need for further expansion of the existing distribution grid on the island and also lessen dependence on the submarine cable. bornholm already has several households with battery systems, and many electric cars on the island support vehicle-to-grid (v2g) and vehicle-to-home (v2h) technology. with an intelligent system to manage them, we could make investing in batteries and electric vehicles more profitable. instead, the project spends all resources on centralizing production and channels them into large corporations’ pockets. sigh.",9/22/2024,https://www.facebook.com/groups/3387083998202587/posts/3786490278261955/?_rdr,Facebook,Social media,2024,-3062.812012,-1078.456299,Who benefits socially and economically from energy islands? Is it fair?,True,negative
4507,1/13/2025 14:02:34,Det bliver jo aldrig til reelle arbejdspladser for 10 millioner kroner. Det bliver 10 millioner kroner til at sætte DJØF-fantasier på skrift.,Facebook user,"i do not believe 10 million kroner will ever generate real, tangible jobs. instead, the 10 million kroner will be used to formalize djøf fantasies on paper, providing no meaningful benefit to the workforce or the local community.",9/22/2024,https://www.facebook.com/groups/3387083998202587/posts/3786490278261955/?_rdr,Facebook,Social media,2024,-805.822266,-491.617828,Negative consequences for the local community,True,Negative
4508,1/13/2025 14:03:08,"så kommer man rendene med 10 mill, og så når det hele er løbet løbsk og kassen er tom, vil man spørge hvad blev der af de penge i fik er de blevet brugt forkert, det projekt skulle aldrig havde været til Bornholm, få det nu lukket og brug pengene til at gøre noget godt for Øen i stedet.",Facebook user,"ten million kroner show up, and then, when everything spirals out of control and the coffers are empty, people will start questioning where the money went and whether it was misused. this project should never have been brought to bornholm in the first place. i want the authorities to shut it down now and spend the money on something that actually benefits the island.",9/22/2024,https://www.facebook.com/groups/3387083998202587/posts/3786490278261955/?_rdr,Facebook,Social media,2024,-2929.204102,-1259.881226,Who benefits socially and economically from energy islands? Is it fair?,True,Negative
4509,1/13/2025 14:29:22,"But environmentalists are worried that an incoming new government might have different ideas — and delaying the project would keep the door open for dirtier energy. Halting wind-power plans because of associated costs was like “throwing away the baby with the bathwater”, said Almut Bonhage of environmental organisation Bond Beter Leefmilieu.",Other,"it would be a terrible mistake to halt wind power plans just because of costs. the potential change in government shouldn't be allowed to derail or delay these crucial energy island projects. that kind of thinking is completely counterproductive - if we abandon clean wind power over cost concerns, we'll be stuck with dirtier forms of energy. the environmental benefits of wind power far outweigh the financial costs, and scrapping these plans would be an extremely short-sighted decision that throws away all the potential benefits along with temporary cost challenges.",10/29/2024,https://www.facebook.com/story.php?story_fbid=963579145805425&id=100064600452865&_rdr,Facebook,Social media,2024,1852.291016,1005.034729,Are there more cost-effective ways to reach the emissions targets?,True,Positive
4510,1/13/2025 14:34:24,"Denmark looking into building North Sea wind energy island.

Innovative plan in collaboration with Germany and the Netherlands could provide energy to 80 million Europeans.

Denmark has teamed up with Germany and the Netherlands to look into the possibility of building an island in the North Sea to locate wind turbines in the future.

The artificial island, which will include a harbour and a landing strip for aircraft, is proposed to be six square kilometres in size and be located on Dogger Bank, a large sandbank in a shallow area about 100 km off the east coast of the UK.

“We haven’t let our fantasy gain the upper hand, although it may sound a little crazy and like something out of science fiction,” said Torben Glar Nielsen, the technical head of national energy provider Energinet.dk.

“We who have the responsibility of transporting the electricity generated by offshore wind turbines back to land and the consumers must constantly push and make sure that the price continues to fall. That requires innovative big-scale solutions, and an energy hub in the North Sea is worth thoroughly looking into.”

Millions could benefit.
The national energy transmission companies of the three nations involved will sign an agreement on March 23 that looks into the opportunities of the island.

Just establishing an island at Dogger Bank from stone and sand is expected to cost over 10 billion kroner, and that’s without the cost associated with the estimated 7,000 wind turbines planned to be erected there.

But however costly the plan, the benefits of one or more of these islands could ultimately provide energy to 80 million European consumers.",Other,"the danish “energy island” project aims to explore building an artificial island in the north sea in collaboration with germany and the netherlands. this six-square-kilometer island, proposed to be located on dogger bank about 100 kilometers off the east coast of the uk, would house approximately 7,000 wind turbines. the island would also include a harbor and an airstrip. although the estimated construction cost exceeds 10 billion kroner, excluding turbine expenses, the project is seen as a necessary step toward reducing electricity transmission costs, enhancing efficiency, and delivering renewable energy to 80 million european consumers. the initiative emphasizes the importance of large-scale, innovative solutions in advancing renewable energy infrastructure.",3/13/2017,https://www.facebook.com/photo.php?fbid=1664019103902999&id=1417112671926978&set=a.1455559241415654,Facebook,Social media,2017,940.120544,103.689171,European cooperation and its importance to energy island projects.,True,positive
4511,1/13/2025 14:35:41,"“We haven’t let our fantasy gain the upper hand, although it may sound a little crazy and like something out of science fiction,” said Torben Glar Nielsen, the technical head of national energy provider Energinet.dk.

“We who have the responsibility of transporting the electricity generated by offshore wind turbines back to land and the consumers must constantly push and make sure that the price continues to fall. That requires innovative big-scale solutions, and an energy hub in the North Sea is worth thoroughly looking into.”",Other,"the energy hub concept in the north sea is not a fantasy, despite sounding like science fiction. as energinet.dk's technical leaders responsible for transmitting offshore wind power to land and consumers, energinet.dk must continuously drive down costs. large-scale innovative solutions are necessary to achieve this cost reduction. the north sea energy hub concept deserves serious investigation as one such solution.",3/13/2017,https://www.facebook.com/photo.php?fbid=1664019103902999&id=1417112671926978&set=a.1455559241415654,Facebook,Social media,2017,1638.283081,636.150208,Are energy islands a good investment for innovation and economic growth?,True,positive
4512,1/13/2025 14:36:22,"The Ministry conducted the inception meeting for the development of a financial programme for energy efficiency appliances. The stakeholders who participated in the meeting include banks, leasing companies, financial institutions, and relevant ministriesThe development of financial programmes for energy efficiency appliances is carried out under the Strengthening Low Carbon Energy Island Strategies (LCEI) project.The LCEI project is funded by the Global Environment Facility (GEF) and implemented by the Ministry of Environment (ME) with support from the UN Environment Programme. The project aims to reduce greenhouse gas (GHG) emissions through energy efficiency in the building sector.",Other,"we are developing financial programmes for energy-efficient appliances under the strengthening low carbon energy island strategies (lcei) project. this initiative is funded by the global environment facility (gef) and implemented by the ministry of environment with support from the un environment programme. the project aims to reduce greenhouse gas emissions by improving energy efficiency in the building sector. the inception meeting involved stakeholders, including banks, leasing companies, financial institutions, and relevant ministries.",9/3/2020,https://www.facebook.com/environment.gov.mv/posts/2775693189194097?_rdc=1&_rdr#,Facebook,Government website,2020,1138.680908,-808.785461,How to finance the energy islands?,True,neither
4513,1/13/2025 14:38:10,"A new artificial renewable energy island will help Denmark reduce its greenhouse gas emissions by 70% in 2030 and go CO2 neutral by 2050. The energy island will be a wind power hub bringing green electricity and energy to both Danes and our neighbors while contributing to replacing harmful fossil emissions and pollution. With the project, Denmark cements its world leadership in wind energy.",Facebook user,"denmark is building the world’s first artificial renewable energy island to reduce greenhouse gas emissions by 70% in 2030 and achieve co2 neutrality by 2050. this energy island will serve as a wind power hub, providing green electricity and energy to denmark and neighboring countries while replacing harmful fossil fuels and reducing pollution. this project reinforces denmark’s position as a global leader in wind energy.",2/14/2021,https://www.facebook.com/Eeeaf1/posts/denmark-to-build-worlds-first-renewable-energy-island-a-new-artificial-renewable/759197238050813/,Facebook,Social media,2021,667.790344,689.554688,None,True,positive
4514,1/13/2025 14:39:21,"Samsø, a Danish island with a population of 4,000, is officially energy self-sufficient! With both solar and wind power, they generate enough electricity to feed the 4,000 people residing there: Happy Energy. Did you know Wubbo Ockels is currently on his way to Aruba to make the 'Happy Island' into 'Happy Energy Island'? 100% Happy Energy for Aruba!",Facebook user,"samso, a danish island with a population of 4,000, is now 100% energy self-sufficient. using solar and wind power, samso generates enough electricity to fully support its residents. meanwhile, wubbo ockels is heading to aruba to transform the 'happy island' into a 'happy energy island,' achieving 100% renewable energy for aruba.",11/21/2012,https://www.facebook.com/happyenergynow/photos/samso-100-energy-self-sufficientsamso-a-danish-island-with-population-of-4000-is/444725848918772/,Facebook,Social media,2012,-111.105812,-1182.6427,None,True,neither
4516,1/13/2025 14:40:45,"The two Danish islands Bornholm and Samsø — showcased during #Smartislands events organised by the Royal Danish Embassy in Croatia — finished first and second in the RESponsible Island Prize. The acknowledgement is received for achievements in local renewable energy production for electricity, heating, cooling, and transport on islands.",Other,"the danish islands bornholm and samsø, showcased at #smartislands events organized by the royal danish embassy in croatia, achieved first and second place in the responsible island prize. this recognition highlights their accomplishments in renewable energy production for electricity, heating, cooling, and transport on islands.",4/29/2020,https://www.facebook.com/photo/?fbid=2907819589295183&set=a.233032620107240,Facebook,Government website,2020,-2773.405273,-726.973999,None,True,Neither
4518,1/13/2025 14:42:24,"Greetings from Bornholm Island, Denmark, where we are at Folkemødet – a Political People's Festival. Those who are also here, please JOIN US at an event tomorrow 18/6 at 15:15. We are not sure that streaming will be available.",Other,"greetings from bornholm island, denmark, where we are participating in folkemødet, a political people's festival. we invite everyone to join us for an event tomorrow, june 18th, at 15:15, titled 'eu & green transition: way to sustainable consumption.' the discussion will address topics such as recycling, cloth, electronic greenwashing, and more, featuring gunnar b. olesen (inforse-europe and ve) and niels fuglsang, mep (a), among others. the event is organized by inforse-europe, vedvarendeenergi, and ungenergi. streaming availability is uncertain.",6/17/2022,https://www.facebook.com/INFORSEEurope/photos/greetings-from-bornholm-island-denmark-where-we-are-on-folkem%C3%B8det-a-political-pe/5632954180048048/?_rdr,Facebook,Social media,2022,-2685.639648,-542.446777,None,True,neither
4522,1/13/2025 14:49:17,"They want Bornholm to be an energy industry hub, and they couldn’t care less about the consequences of that, as long as it brings money and jobs",Other,"they want bornholm to become an energy industry hub and are completely indifferent to the consequences, as long as it brings money and jobs.",10/21/2024,https://www.facebook.com/bornholmstidende/posts/-de-%C3%B8nsker-at-bornholm-skal-v%C3%A6re-en-energi-industri%C3%B8-og-de-er-helt-og-aldeles-li/1021975093272688/,Facebook,Local newspaper,2024,-3357.98584,-1154.240479,Who benefits socially and economically from energy islands? Is it fair?,True,Negative
4524,1/13/2025 15:18:44,Unless that is on a lake they'd need to have some sort of protection against the rare rogue wave.,Facebook user,unless the energy island is on a lake it would need some sort of protection against the rare rogue wave,6/13/2013,https://www.facebook.com/WonderfulEngineering/photos/energy-island-concept-thats-wonderful-engineering/469505639808121/,Facebook,Social media,2013,1684.034424,-1279.530151,Marine life and evironmental impact of constructing energy islands,True,neither
4525,1/13/2025 15:20:47,"maybe this can be constructed not too far away from the mainland and within a ""breakwater"" structure... the possibility of being washed away by very strong waves is still there - but can be minimized....",Facebook user,"maybe the energy island can be constructed not too far away from the mainland and within a ""breakwater"" structure. the possibility of being washed away by very strong waves is still there - but would be minimized.",6/15/2016,https://www.facebook.com/WonderfulEngineering/photos/energy-island-concept-thats-wonderful-engineering/469505639808121/,Facebook,Social media,2016,1598.243408,-1112.076538,Marine life and evironmental impact of constructing energy islands,True,neither
4526,1/13/2025 15:23:26,Is it wind generator and solar panel. The wind blade I still okay with it but if it is a solar panel won't it be wash away during high and strong wave?,Facebook user,is it windgenerator and solar panals? i am concerened that the solar panals would wash away during high and strong waves,6/14/2013,https://www.facebook.com/WonderfulEngineering/photos/energy-island-concept-thats-wonderful-engineering/469505639808121/,Facebook,Social media,2013,2646.773682,1754.884766,Marine life and evironmental impact of constructing energy islands,True,negative
4531,1/13/2025 15:43:28,God save the marine ecosystem with the building and operation of theses mega wind turbines off our coasts😤,Facebook user,the building and operation of these wind turbines will harm the marine ecosystem,12/31/2024,https://www.facebook.com/GreenPartyIreland/posts/pfbid0bhoJfU1Meis7a9wDm5QPMDoVR1Rpa6jZSz4Hpad6w9m7bZ3P1AqGjQrM3P2LX6LMl?comment_id=1006438244641666,Facebook,Social media,2024,2528.803467,2186.559814,Marine life and evironmental impact of constructing energy islands,True,negative
4542,1/13/2025 17:31:16,"I am really happy to be able to share some good news today. 💗🙌 Right here, the 3-gigawatt offshore wind energy is coming to Bornholm with the energy that is on the way, and the good news is that today we announced that we will allocate 10 million kroner to the local fund Baltic Energy Island, which will help seize the potential that this energy brings locally.",Facebook user,"i am truly happy to share great news today! bornholm will soon receive 3 gigawatts of offshore wind energy, which is on its way. the exciting announcement is that we will allocate 10 million kroner to the local baltic energy island fund to help seize the local opportunities this energy provides.",8/22/2024,https://www.facebook.com/story.php/?story_fbid=910610294210410&id=100057843437233,Facebook,Social media,2024,-2190.132812,-716.947144,Who benefits socially and economically from energy islands? Is it fair?,True,Positive
4546,1/13/2025 17:53:25,"The island is like “an extension cord with multiple sockets”, said Joannes Laveyne, a researcher at Ghent University.",Other,the island is like an extension cord with multiple sockets,10/29/2024,https://www.facebook.com/story.php?story_fbid=963579145805425&id=100064600452865&_rdr,Facebook,Social media,2024,1912.065308,-1104.287598,None,True,Positive
4597,1/13/2025 11:27:11,"Tillykke til tartelet-kongen👍🏻🇩🇰 - Men hvad skete der lige der?🤔

Når Trøst nu ikke vil genopstille, så er jeg kisteglad over at det blev en fyr som Christian, som nu skal være arvtager. Christian besidder i min optik mange af de samme positive menneskelige egenskaber som Trøst - og derfor kunne jeg faktisk godt forestille mig, at bakke op om ham som borgmester, men…

For der er (desværre) et men. I det allerførste interview slår den nye spidskandidat fast at han nødvendigvis ikke vil være borgmester, og så bliver jeg bekymret.

Og her er årsagerne:

1. De har kæden, og de konservative er pt. det største borgerlige parti.

2. De to andre konkurrenter er også helt grønne, hvorfor chancerne for Christian burde være mindst ligeså gode som deres.

3. Der går nogle vedholdende rygter (siden sommerferien) om at de konservative og dele af Venstre allerede har forlovet sig med socialdemokraterne og Anne Thomas. Angiveligt for at lave en energiø-akse, men med en socialdemokrat i spidsen.

Hvis de to nye “dyr på savannen” allerede så småt trække følehornene til sig, så er det borgerlige Bornholm godt nok ilde stedt!

Men ikke desto mindre et stort tillykke til Christian og de konservative!
Håber på et ligeså godt samarbejde og en ligeså god relation, som jeg har haft til Trøst.",Facebook user,"i congratulate christian on becoming the conservative party's new candidate, but i am deeply concerned about several issues. while christian has many of the same positive personal qualities as trøst, christian's immediate statement about not necessarily wanting to be mayor is troubling.

my specific concerns are:
the conservative party currently holds the mayoral chain and is the largest right-wing party on bornholm, so we should be aiming for the mayor position. both other competing candidates are just as inexperienced as christian, so christian's chances should be at least as good as theirs. most worryingly, there have been persistent rumors since summer that the conservatives and parts of the venstre party have already made deals with the social democrats and anne thomas, apparently to create an energy island alliance - but with a social democrat as mayor.

if these new political players are already backing away from leadership, it puts right-wing bornholm in a very bad position. despite these concerns, i still congratulate christian and the conservative party, and i hope for the same good cooperation and relationship that i had with trøst.",12/11/2024,https://www.facebook.com/ReneMiniDanielsson/photos/tillykke-til-tartelet-kongen-men-hvad-skete-der-lige-dern%C3%A5r-tr%C3%B8st-nu-ikke-vil-ge/1150819283649588/?_rdr,Facebook,Social media,2024,-3378.494873,-772.557617,None,True,Neither
4598,1/13/2025 11:24:11,"Energi Øen skal lægges i graven, i sin nuværende form.
-Ringe aftale for bornholmerne i fht bornholmernes strøm.
-Økonomien er der heller ikke styr på.
-Det er vanvittigt at lægge den slags her, hvor folk kommer til, for at se natur.
De tre argumenter er mere end rigeligt til at beslutte at det er en dårlig idé.
Se at få åbnet Tysklands atomværker og forøg dermed udbuddet af strøm på markedet og sænk derved prisen.
Det er ikke gennemtænkt hvis vi skal leve med konsekvenserne af byggeriet, uden at få gavn at strømmen. Og samtidig se strømmen forsvinde til det tyske marked.
Når de så rigeligt kan producere deres egen strøm på deres lukkede anlæg.",Facebook user,"i strongly oppose the energy island project near bornholm in its current form. first, the agreement provides poor benefits for bornholm residents regarding our electricity supply. second, the financial aspects of the project are not properly controlled. third, it is absurd to place such industrial installations in an area where people come specifically to experience nature.

these three arguments alone are more than sufficient to conclude this is a bad idea. instead, germany should reopen its nuclear power plants to increase the electricity supply in the market and thereby lower prices.

the project is poorly conceived if bornholm residents must live with the consequences of the construction without benefiting from the electricity, while watching the power being exported to the german market - especially when germany could easily produce its own electricity by reopening their closed nuclear facilities.",12/12/2024,https://www.facebook.com/ReneMiniDanielsson/photos/tillykke-til-tartelet-kongen-men-hvad-skete-der-lige-dern%C3%A5r-tr%C3%B8st-nu-ikke-vil-ge/1150819283649588/?_rdr,Facebook,Social media,2024,-2913.532715,-1105.40564,Who benefits socially and economically from energy islands? Is it fair?,True,Negative
4599,1/13/2025 11:30:24,"Ja hvis vi ikke får billigere priser så drop energi ø , har været for men er ved at være pist over de priser vi har og kan se frem til, og hvis det ikke er os der har gav af det , så drop det",Facebook user,"i used to support the energy island, but i'm getting angry about our current energy prices and the prices we can expect in the future. if we're not going to get cheaper electricity prices from this energy island project, and if it ain't us that are going to benefit from it, then we should just abandon the whole energy island project.",12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,574.18396,-1323.797485,Who benefits socially and economically from energy islands? Is it fair?,True,Negative
4600,1/13/2025 11:32:47,ja hvis ikke vi får billigere strøm udaf det.. så bør det ikke bygges her.,Facebook user,i believe the energy islands should not be built here unless we get cheaper electricity as a result of these projects.,12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,1135.911865,-1289.186768,Are there more cost-effective ways to reach the emissions targets?,True,negative
4601,1/13/2025 11:34:43,"Hvis Energiøen alligevel kommer og bliver tilkoblet det bornholmske net, skal vi som nævnt før glæde os over den øgede forsyningssikkerhed.
Der er ikke mange bornholmere der forsat ønsker “sort lys” i 6-8 timer når søkablet havarerer.",Facebook user,"i want to emphasize that if the energy island gets built and connects to bornholm's electrical grid, bornholm residents should be grateful for the increased security of power supply. very few people on bornholm want to continue experiencing ""black light"" (power outages) for 6-8 hours when the underwater cable fails.",12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,-3077.972656,-1154.925171,Energy security: will we have a stable energy supply?,True,positive
4602,1/13/2025 11:36:12,"Nu har Bornholm ikke højere elpriser end Sjælænderne, men det er transporten af strømmen der er dyrere på Bornholm, og det ændre en energiø ikke på👍",Facebook user,"the electricity prices on bornholm are not higher than the electricity prices in zealand. the higher costs on bornholm are due to the electricity transmission costs, and an energy island will not change these transmission costs! 👍",12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,-3024.272705,-1160.30249,Who benefits socially and economically from energy islands? Is it fair?,True,neither
4603,1/13/2025 11:37:56,"Hvis nu kommunal politikerne på øen, havde hår på brystet, så havde de slået i bordet, og fået en aftale der KOM! Bornholmerne tilgode. Det her ender ligesom fiskeriet 🫣",Facebook user,the municipal politicians on bornholm are weak and spineless. these politicians should have stood their ground and negotiated an agreement that would actually benefit the people of bornholm. this energy island project is going to end up just like what happened with the fishing industry - badly for bornholm's residents.,12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,-3268.349121,-1156.361694,Negative consequences for the local community,True,Negative
4604,1/13/2025 11:39:17,"Det må bare stoppes... Jeg er en af dem, der i starten troede på, at den ""energiø"" ville være til stor gavn for Bornholm - men det er jo langtfra sandheden...😱 Næsten pinligt",Facebook user,"i initially believed the energy island would greatly benefit bornholm, but now i realize this is far from the truth. the energy island project must be stopped - it's almost embarrassing that i was misled about its benefits.",1/5/2025,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2025,-3232.310547,-1142.366211,Negative consequences for the local community,True,negative
